dataset,model,method,reference_method,metric,positive_direction,target_size_rule,target_size_min,target_size_max,n_pairs,mean_difference,median_difference,standard_deviation,standard_error,ci_lower,ci_upper,cohens_dz,rank_biserial,sign_flip_pvalue,wilcoxon_pvalue,positive_fraction,holm_sign_flip_pvalue,holm_wilcoxon_pvalue
HAR,LR,One-shot,SHAP,mean_size,proposed_smaller,matched_within_seed,556,560,20,0.0016053185217495,0.0002929115407147,0.0065308796664691,0.0014603490887096,-0.0014512272487529,0.0046618642922519,0.245804333218931,0.231578947368421,0.2860488891601562,0.3759797524564171,0.5,0.954254150390625,1.0
HAR,LR,One-shot,SHAP,accuracy,proposed_higher,matched_within_seed,556,560,20,0.0010202146336342,0.0011851861216284,0.0027456610186328,0.0006139484680834,-0.0002647942782314,0.0023052235455,0.3715734122715147,0.4502923976608187,0.1124725341796875,0.0936033730440888,0.65,1.0,0.8424303573967993
HAR,LR,Recursive,MI,mean_size,proposed_smaller,matched_within_seed,556,557,20,0.0020782814436396,0.0026507784706811,0.0045633716588144,0.0010204009235705,-5.7442234533911386e-05,0.0042140051218131,0.4554267324742839,0.5904761904761905,0.0559806823730468,0.0192337036132812,0.75,0.5038261413574219,0.1731033325195312
HAR,LR,Recursive,MI,accuracy,proposed_higher,matched_within_seed,556,557,20,-0.0008782418240311,3.330911813315129e-06,0.0033640032298256,0.0007522139898418,-0.0024526437988327,0.0006961601507703,-0.2610704461412516,-0.1714285714285714,0.2578353881835937,0.5216732025146484,0.5,1.0,1.0
HAR,LR,Recursive,RFE,mean_size,proposed_smaller,matched_within_seed,556,557,20,0.0022969953345618,0.0026274179410589,0.006081839851058,0.0013599407335233,-0.0005493933332721,0.0051433840023957,0.3776809963455723,0.3714285714285714,0.1074123382568359,0.1536464691162109,0.6,0.7760009765625,1.0
HAR,LR,Recursive,RFE,accuracy,proposed_higher,matched_within_seed,556,557,20,0.0001784253566624,0.0002944640753828,0.003375597678731,0.0007548065874333,-0.0014014029872613,0.0017582537005862,0.0528574118256619,0.0457516339869281,0.8098602294921875,0.8684061308988609,0.5,1.0,1.0
HAR,LR,Recursive,CRFE,mean_size,proposed_smaller,matched_within_seed,556,557,20,0.0017092044996647,0.0034613138953256,0.0055119670628718,0.0012325133042321,-0.0008704754934712,0.0042888844928008,0.3100897520193598,0.3619047619047619,0.1803779602050781,0.164957046508789,0.6,0.954254150390625,1.0
HAR,LR,Recursive,CRFE,accuracy,proposed_higher,matched_within_seed,556,557,20,-0.0003140329732061,0.0,0.0037269771276404,0.0008333774207991,-0.0020583119613393,0.0014302460149271,-0.0842594312900776,-0.0760233918128654,0.7207489013671875,0.7771175732880233,0.45,1.0,1.0
HAR,LR,Recursive,Permutation,mean_size,proposed_smaller,matched_within_seed,556,557,20,0.0033822262579223,0.0040996201698911,0.0050622071994436,0.0011319439414144,0.0010130403603,0.0057514121555445,0.6681327185291913,0.638095238095238,0.0086536407470703,0.0106887817382812,0.75,0.0865364074707031,0.1068878173828125
HAR,LR,Recursive,Permutation,accuracy,proposed_higher,matched_within_seed,556,557,20,-5.203591721804624e-05,0.0011655581637974,0.0030388615818066,0.0006795101071132,-0.0014742669166195,0.0013701950821834,-0.0171234904312785,0.0285714285714285,0.9456310272216796,0.9272785186767578,0.6,1.0,1.0
HAR,LR,Recursive,SHAP,mean_size,proposed_smaller,matched_within_seed,556,557,20,0.0017281521306128,0.002045848559125,0.006372119175856,0.0014248491637944,-0.0012540914431124,0.0047103957043381,0.2712052431726038,0.3263157894736842,0.239837646484375,0.2122114218560655,0.6,0.954254150390625,1.0
HAR,LR,Recursive,SHAP,accuracy,proposed_higher,matched_within_seed,556,557,20,5.510445327727709e-05,0.0002988643156007,0.0031003442202301,0.0006932580430083,-0.0013959013066511,0.0015061102132057,0.0177736565242377,0.0175438596491228,0.9407119750976562,0.9479148130096964,0.5,1.0,1.0
HAR,Small NN,One-shot,MI,mean_size,proposed_smaller,matched_within_seed,557,561,20,0.0165992398362493,0.0080343423553477,0.0242782508246364,0.0054287819218677,0.0052366686876431,0.0279618109848554,0.6837082274232518,0.7157894736842105,0.0022201538085937,0.0062102565904497,0.7,0.0155410766601562,0.0372615395426984
HAR,Small NN,One-shot,MI,accuracy,proposed_higher,matched_within_seed,557,561,20,0.0021735587120429,0.0011634968356152,0.0067757802819647,0.0015151105311075,-0.0009976040746526,0.0053447214987384,0.320783529216308,0.2947368421052631,0.16693115234375,0.2598350470503199,0.55,0.6210479736328125,1.0
HAR,Small NN,One-shot,RFE,mean_size,proposed_smaller,matched_within_seed,557,561,20,0.0112579069602696,0.0130419675750442,0.0212017753966398,0.0047408611030569,0.0013351706329627,0.0211806432875764,0.5309888794526989,0.5578947368421052,0.0296554565429687,0.0329382117284357,0.65,0.0701713562011718,0.0979664239699492
HAR,Small NN,One-shot,RFE,accuracy,proposed_higher,matched_within_seed,557,561,20,0.000924009719392,0.0011752614452145,0.0052962085124739,0.0011842682256904,-0.0015546921638495,0.0034027116026336,0.1744662652944558,0.2,0.442047119140625,0.4445089026353956,0.55,0.88409423828125,1.0
HAR,Small NN,One-shot,CRFE,mean_size,proposed_smaller,matched_within_seed,557,561,20,0.0159301675307421,0.0131499167064847,0.0164384600706211,0.0036757514163324,0.0082367313983328,0.0236236036631514,0.9690790659407702,0.8947368421052632,0.0002937316894531,0.0006248650064105,0.75,0.002349853515625,0.0056237850576953
HAR,Small NN,One-shot,CRFE,accuracy,proposed_higher,matched_within_seed,557,561,20,0.0035967523723328,0.0032964931696115,0.0058800293118959,0.001314814525109,0.0008448139441941,0.0063486908004715,0.611689531046423,0.6374269005847953,0.012420654296875,0.0176206611104818,0.6,0.111785888671875,0.1585859499943362
HAR,Small NN,One-shot,Permutation,mean_size,proposed_smaller,matched_within_seed,557,561,20,0.0163750797699235,0.0103053308027835,0.023140811950377,0.0051744428575582,0.0055448464008928,0.0272053131389541,0.70762771008373,0.8947368421052632,0.0001029968261718,0.0006248650064105,0.85,0.0009269714355468,0.0056237850576953
HAR,Small NN,One-shot,Permutation,accuracy,proposed_higher,matched_within_seed,557,561,20,0.0032553740057478,0.002368913323716,0.0080494186201063,0.001799904721391,-0.0005118698717666,0.0070226178832624,0.4044234943398751,0.4210526315789473,0.0769500732421875,0.1074661447325663,0.55,0.5386505126953125,0.7522630131279646
HAR,Small NN,One-shot,SHAP,mean_size,proposed_smaller,matched_within_seed,557,561,20,0.0220628647233975,0.0217508627960977,0.0236732944894158,0.0052935095729704,0.0109834218549296,0.0331423075918654,0.931972722819026,0.9578947368421052,2.288818359375e-05,0.0002502161983107,0.9,0.0002288818359375,0.0025021619831076
HAR,Small NN,One-shot,SHAP,accuracy,proposed_higher,matched_within_seed,557,561,20,0.0014513458123686,0.0011672454641937,0.0087504418134134,0.0019566582727949,-0.002643987018848,0.0055466786435854,0.1658597180937675,0.1345029239766081,0.504669189453125,0.6164914109936318,0.55,0.88409423828125,1.0
HAR,Small NN,Recursive,MI,mean_size,proposed_smaller,matched_within_seed,556,560,20,0.0171640748130149,0.0116613389182833,0.0343717392418817,0.0076857545449744,0.0010776056741054,0.0332505439519245,0.4993659090751121,0.6105263157894737,0.0140342712402343,0.0195932847939898,0.65,0.0701713562011718,0.0979664239699492
HAR,Small NN,Recursive,MI,accuracy,proposed_higher,matched_within_seed,556,560,20,0.0026978468844112,0.0014558926869978,0.0072614225374942,0.0016237034407186,-0.0007006034742383,0.0060962972430608,0.3715314555076461,0.3333333333333333,0.1128921508789062,0.2024497985839843,0.6,0.6210479736328125,1.0
HAR,Small NN,Recursive,RFE,mean_size,proposed_smaller,matched_within_seed,556,560,20,0.0079198706246112,0.0077872872647817,0.0177649342408002,0.0039723600578242,-0.0003943745291857,0.0162341157784083,0.4458148010715367,0.4285714285714285,0.0593090057373046,0.0973072052001953,0.65,0.0701713562011718,0.0979664239699492
HAR,Small NN,Recursive,RFE,accuracy,proposed_higher,matched_within_seed,556,560,20,0.0028492819928415,0.002001098946237,0.0080794124071663,0.0018066115360679,-0.0009319994091201,0.0066305633948032,0.3526595560729516,0.3333333333333333,0.1301841735839843,0.2024497985839843,0.6,0.6210479736328125,1.0
HAR,Small NN,Recursive,CRFE,mean_size,proposed_smaller,matched_within_seed,556,560,20,0.0115430429339513,0.0118295643514224,0.0197984044656932,0.0044270578231325,0.0022771044198784,0.0208089814480242,0.5830289483151608,0.580952380952381,0.0142688751220703,0.021484375,0.75,0.0701713562011718,0.0979664239699492
HAR,Small NN,Recursive,CRFE,accuracy,proposed_higher,matched_within_seed,556,560,20,0.0045659800260851,0.0055334524361885,0.0069885836787981,0.0015626948172238,0.0012952221839364,0.0078367378682338,0.6533484087680501,0.638095238095238,0.0100059509277343,0.0106887817382812,0.75,0.1000595092773437,0.1068878173828125
HAR,Small NN,Recursive,Permutation,mean_size,proposed_smaller,matched_within_seed,556,560,20,0.0094468829501004,0.0097270935773595,0.0159938996026989,0.0035763446736941,0.0019615075212035,0.0169322583789974,0.590655386414102,0.5714285714285714,0.0155200958251953,0.0239505767822265,0.6,0.0701713562011718,0.0979664239699492
HAR,Small NN,Recursive,Permutation,accuracy,proposed_higher,matched_within_seed,556,560,20,0.0028736579829592,0.0020654586688593,0.0074973233342197,0.001676452462461,-0.0006351973470438,0.0063825133129622,0.3832911900495354,0.3904761904761905,0.1035079956054687,0.1327266693115234,0.6,0.6210479736328125,0.7963600158691406
HAR,Small NN,Recursive,SHAP,mean_size,proposed_smaller,matched_within_seed,556,560,20,0.0159076237412902,0.0122920636485095,0.0225695255560946,0.0050466993363346,0.0053447606349753,0.0264704868476051,0.7048275650169592,0.7333333333333333,0.0022220611572265,0.0027122497558593,0.85,0.0155410766601562,0.0189857482910156
HAR,Small NN,Recursive,SHAP,accuracy,proposed_higher,matched_within_seed,556,560,20,0.005210208516033,0.0023594058343172,0.0092558783796371,0.0020696773248339,0.0008783240902921,0.0095420929417738,0.5629080571645632,0.4666666666666667,0.0217475891113281,0.069580078125,0.55,0.173980712890625,0.556640625
